path,class,split,source
ml\data\processed\train\no_damage\synthetic_no_damage_00749.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00750.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00751.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00752.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00753.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00754.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00755.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00756.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00757.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00758.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00759.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00760.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00761.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00762.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00763.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00764.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00765.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00766.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00767.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00768.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00769.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00770.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00771.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00772.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00773.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00774.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00775.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00776.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00777.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00778.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00779.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00780.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00781.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00782.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00783.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00784.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00785.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00786.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00787.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00788.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00789.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00790.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00791.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00792.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00793.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00794.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00795.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00796.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00797.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00798.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00799.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00800.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00801.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00802.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00803.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00804.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00805.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00806.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00807.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00808.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00809.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00810.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00811.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00812.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00813.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00814.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00815.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00816.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00817.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00818.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00819.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00820.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00821.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00822.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00823.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00824.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00825.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00826.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00827.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00828.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00829.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00830.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00831.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00832.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00833.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00834.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00835.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00836.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00837.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00838.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00839.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00840.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00841.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00842.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00843.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00844.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00845.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00846.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00847.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00848.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00849.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00850.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00851.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00852.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00853.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00854.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00855.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00856.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00857.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00858.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00859.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00860.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00861.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00862.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00863.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00864.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00865.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00866.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00867.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00868.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00869.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00870.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00871.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00872.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00873.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00874.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00875.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00876.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00877.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00878.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00879.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00880.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00881.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00882.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00883.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00884.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00885.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00886.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00887.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00888.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00889.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00890.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00891.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00892.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00893.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00894.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00895.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00896.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00897.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00898.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00899.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00900.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00901.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00902.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00903.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00904.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00905.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00906.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00907.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00908.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00909.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00910.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00911.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00912.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00913.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00914.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00915.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00916.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00917.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00918.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00919.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00920.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00921.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00922.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00923.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00924.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00925.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00926.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00927.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00928.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00929.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00930.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00931.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00932.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00933.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00934.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00935.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00936.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00937.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00938.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00939.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00940.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00941.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00942.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00943.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00944.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00945.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00946.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00947.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00948.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00949.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00950.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00951.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00952.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00953.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00954.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00955.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00956.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00957.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00958.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00959.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00960.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00961.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00962.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00963.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00964.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00965.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00966.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00967.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00968.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00969.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00970.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00971.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00972.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00973.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00974.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00975.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00976.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00977.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00978.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00979.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00980.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00981.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00982.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00983.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00984.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00985.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00986.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00987.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00988.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00989.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00990.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00991.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00992.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00993.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00994.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00995.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00996.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00997.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00998.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00999.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01000.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01001.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01002.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01003.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01004.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01005.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01006.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01007.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01008.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01009.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01010.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01011.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01012.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01013.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01014.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01015.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01016.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01017.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01018.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01019.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01020.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01021.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01022.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01023.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01024.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01025.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01026.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01027.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01028.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01029.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01030.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01031.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01032.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01033.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01034.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01035.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01036.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01037.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01038.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01039.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01040.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01041.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01042.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01043.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01044.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01045.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01046.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01047.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01048.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01049.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01050.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01051.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01052.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01053.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01054.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01055.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01056.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01057.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01058.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01059.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01060.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01061.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01062.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01063.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01064.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01065.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01066.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01067.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01068.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01069.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01070.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01071.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01072.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01073.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01074.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01075.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01076.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01077.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01078.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01079.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01080.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01081.png,no_damage,train,synthetic
